room_type,number_of_reviews,calculated_host_listings_count,availability_365,price,distance,cancellation_policy,size,amenities_num,host_identity_verified,security_deposit,cleaning_fee,guests_included,extra_people,review_scores_rating,bathrooms,bedrooms,beds,bed_type,accommodates
15,35,2,276,65,4.63063341310681,18,55.665838770302486,20,0,150.0,29.0,2,10.0,90.0,1.0,1.0,1.0,7,2
16,106,1,236,46,2.8459618782352822,20,10.0,21,0,0.0,10.0,1,8.0,97.0,1.0,1.0,1.0,7,2
15,7,1,104,65,12.270912279689009,19,19.0,16,0,2400.0,200.0,4,10.0,100.0,2.5,4.0,8.0,7,8
16,130,3,93,28,4.486617916415653,18,25.0,24,0,89.0,20.0,1,22.0,96.0,1.0,1.0,2.0,7,3
15,18,1,221,30,8.14600910541426,18,43.76227995057792,9,0,150.0,30.0,1,0.0,92.0,1.0,1.0,1.0,7,1
15,62,1,220,49,3.77386775283218,18,30.0,26,0,0.0,70.0,2,5.0,93.0,1.0,1.0,1.0,7,2
15,7,1,107,55,1.699962914527993,18,51.52591530631855,10,0,500.0,30.0,1,0.0,97.0,1.0,1.0,1.0,7,2
15,36,1,211,98,7.3244080720632265,18,70.0,27,0,1000.0,75.0,2,15.0,99.0,1.0,1.0,1.0,7,2
16,30,1,251,32,3.0507590282841752,20,40.0,8,0,213.93,20.0,1,13.0,99.0,1.0,1.0,1.0,7,2
15,15,1,345,55,14.095599050192734,19,69.00286707423172,9,0,213.93,25.0,2,12.0,92.0,1.0,1.0,4.0,7,4
15,42,1,359,39,3.4650244894917837,20,48.939726979811695,14,0,213.93,20.0,1,0.0,94.0,1.0,1.0,2.0,7,2
15,39,2,244,82,1.7436778180354326,18,30.0,25,0,213.93,30.0,2,6.0,98.0,1.0,2.0,2.0,7,4
16,277,1,79,46,1.8391786889156077,18,24.0,25,0,0.0,35.0,2,28.0,97.0,1.0,1.0,2.0,7,4
16,127,3,103,60,1.794241983939935,20,77.57585452065788,24,0,0.0,0.0,1,40.0,98.0,2.0,1.0,1.0,7,1
15,3,1,212,60,12.730456711304308,18,43.0,16,0,213.93,30.0,1,15.0,93.0,1.0,1.0,2.0,7,2
15,5,2,277,43,7.825963568237205,18,53.79758872122099,14,0,213.93,15.0,1,5.0,85.0,1.0,0.0,1.0,7,3
15,7,1,307,85,2.433360074669989,18,60.0,7,0,213.93,30.0,1,10.0,89.0,1.0,2.0,4.0,7,4
15,373,2,91,60,3.349238983176019,18,32.0,17,0,213.93,25.0,1,0.0,96.0,1.0,1.0,2.0,7,2
16,80,1,271,58,5.305419320794731,18,45.0,14,0,213.93,35.0,1,8.0,90.0,1.0,1.0,1.0,7,2
16,101,2,191,55,3.7452964078909265,18,46.0,19,0,299.0,35.0,2,20.0,96.0,1.0,1.0,2.0,7,2
